,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
950,"Beth Hart, Joe Bonamassa",Don't Explain,I'd Rather Go Blind,3BF9J3DjZuNKcfiAwkTsWK,0.393,0.599,9,-7.337,1,0.0332,0.000333,0.201,0.344,112.657,486773,3,False
951,Jinda Biant,Restless,Believe,5VJMFMpIuBMW6dXb6nnSca,0.268,0.478,3,-9.677,0,0.0412,0.0886,0.138,0.252,78.226,216000,4,False
952,Camille Saint-Saëns,"Saint-Saëns: Le Carnaval des animaux, R.125 - 13. The Swan (Arr. Cello, Harp & Ensemble)","Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Cello, Harp & Ensemble)",5GiftxLAo8ydnpUulCIREX,0.234,0.148,7,-22.02,1,0.0508,0.858,0.125,0.0703,69.289,153937,4,False
953,Franz Liszt,Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,"6 Consolations, S. 172: No. 3 In D Flat Major (Lento, placido)",1L4NadMj3Jj7YgGaikyhfr,0.368,0.00363,1,-36.759,1,0.035,0.922,0.137,0.085,69.363,254000,3,False
954,Frédéric Chopin,Chopin: Nocturnes,"Nocturne No.1 In B Flat Minor, Op.9 No.1",2d6ml9Qkx8r4EjuUyrdpRV,0.261,0.0149,1,-27.528,1,0.0419,0.897,0.102,0.0382,75.296,286987,4,False
955,Frédéric Chopin,Chopin: Études,"12 Etudes, Op.10: No.3 In E",6YDgMoJ8ssOuKjQ6jiz4Kk,0.392,0.0536,4,-23.399,1,0.0571,0.867,0.0808,0.0417,71.286,234467,4,False
956,Various Artists,The Royal Wedding - The Official Album,Sicilienne In E Flat Major - Arr. Hazell,5uEvpWZEOm9W5aLJwipSra,0.0954,0.0987,3,-26.176,1,0.0513,0.896,0.105,0.0904,74.545,203227,4,False
957,Johann Sebastian Bach,J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2,"Violin Concerto No.1 In A Minor, BWV 1041: 1. (Allegro moderato)",28XMNc5If5BmJWYDU42gkw,0.499,0.351,9,-11.509,0,0.0448,9.94e-05,0.118,0.616,90.664,235947,4,False
958,Johann Sebastian Bach,"Bach, J.S.: The Cello Suites (2 CDs)","Cello Suite No.1 In G Major, BWV 1007: 1. Prélude",7N2tmiKcG2bUgZkuRKXor4,0.205,0.129,7,-18.197,1,0.0595,0.946,0.101,0.296,136.871,169924,4,False
959,Max Richter,"Recomposed By Max Richter: Vivaldi, The Four Seasons","Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",5xbuJuQsTVheVZvX2AJVIv,0.701,0.341,1,-12.26,0,0.0418,0.903,0.359,0.163,105.513,151507,3,False
960,Various Artists,The Royal Wedding - The Official Album,"3 Mélodies, Op. 7 - Arr. Hazell: 1. Après un rêve",2l0stuOWWPSjMXRpbZ9Kaq,0.132,0.0767,5,-25.957,0,0.0392,0.961,0.108,0.0395,98.145,207987,3,False
961,Niccolò Paganini,Paganini: Diabolus in Musica,"24 Caprices For Violin, Op.1, MS. 25: No. 24 In A Minor",1seJCRhM5PqQ5xGebh0iQ0,0.438,0.0825,9,-21.686,0,0.0695,0.0749,0.0461,0.37,106.275,270000,5,False
962,Ludwig van Beethoven,"Beethoven: ""Moonlight"" Sonata – The Works","Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",0kckvKwPBjQuVLgwGnICAv,0.267,0.0024,1,-42.261,0,0.0531,0.897,0.0942,0.267,71.428,397773,4,False
963,Antonio Vivaldi,Vivaldi: The Four Seasons,"12 Violin Concertos, Op.8 ""Il cimento dell'armonia e dell' invenzione"" / Concerto No. 3 in F Major for solo violin, ""L'Autunno"" - RV293: 1. Allegro",0U69ZvJfshKs1OVIyW1E7B,0.463,0.155,5,-17.164,1,0.044,0.261,0.105,0.222,122.437,301720,4,False
964,Ludwig van Beethoven,"Beethoven: Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",0H2VhGUC3P3hvwz8rdGIpC,0.23,0.0487,5,-27.675,1,0.0412,0.945,0.0679,0.101,134.839,203656,5,False
965,Berliner Philharmoniker,Herbert von Karajan - Adagio,Canon and Gigue in D major - arr. Max Seiffert: 1. Canon,5qVqMPQdfFywNQIOP7Ncdz,0.28,0.104,2,-19.802,1,0.0336,0.866,0.362,0.176,92.628,310000,4,False
966,Various Artists,The Royal Wedding - The Official Album,"Ave Maria, D.839 - Arr. Hazell",6dJnup5SONQ4YRV44eThsh,0.178,0.078,7,-27.509,0,0.04,0.944,0.111,0.0397,79.558,157453,3,False
967,Camille Saint-Saëns,Essential Saint-Saëns,"Le Carnaval des Animaux, R. 125: 7. Aquarium",1mlLOJXeUrwviYpUHYeZE8,0.191,0.0317,9,-35.616,0,0.0407,0.888,0.0974,0.142,135.974,150733,3,False
968,Richard Wagner,Wagner: Der Ring des Nibelungen (orchestral excerpts),"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres",7KrdT8Zk0WGeyNtaCwQR08,0.235,0.365,7,-13.864,1,0.0356,0.907,0.17,0.126,91.187,183667,3,False
969,Sheku Kanneh-Mason,Sheku Kanneh-Mason,Hallelujah (Arr. Cello & Strings),3QPPP2YozZ5xmMmpDB3c9n,0.166,0.0551,9,-19.494,0,0.052,0.635,0.119,0.143,176.616,206520,3,False
970,Edvard Grieg,"Grieg: Lyric Pieces Book III, Op.43, 6. To Spring","Lyric Pieces Book III, Op.43: 6. To Spring",1GBUqmdRjScFoG0cs8jEGZ,0.318,0.0633,6,-23.869,1,0.0507,0.871,0.0831,0.0384,129.466,199133,3,False
971,Johann Sebastian Bach,"Bach, J.S.: Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double (Presto)","Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto",4XJXYvjW0CB2MLMk8l7Vdi,0.456,0.456,11,-16.055,0,0.0535,0.353,0.186,0.974,144.489,210680,3,False
972,Frédéric Chopin,Chopin Complete Edition,"Piano Concerto No.2 In F Minor, Op.21: 3. Allegro vivace",6yjpji2Jlie9S2zBm2GZwE,0.263,0.202,1,-17.687,1,0.0408,0.905,0.089,0.12,71.462,545747,4,False
973,Sergei Rachmaninoff,"Rachmaninov: Morceaux de Fantaisie, Op.3, No.1: Elégie","Morceaux de Fantaisie, Op.3: No.1 Elégie",6MgSw0gPRiCeYid2y2BgWS,0.203,0.0851,3,-22.127,0,0.049,0.925,0.113,0.0395,88.582,317831,4,False
974,Frédéric Chopin,Chopin: Nocturnes,"Nocturne No.2 In E Flat, Op.9 No.2",1GCpKbwGqAwleD1GK31zT0,0.331,0.00922,10,-30.88,1,0.041,0.953,0.102,0.0713,132.883,242587,3,False
975,Wiener Philharmoniker,Tchaikovsky: Ballet Suites - The Nutcracker; The Sleeping Beauty; Swan Lake,"Nutcracker Suite, Op.71a, TH.35: 3. Waltz Of The Flowers",1ZYIUqiTIsAIEidfybQVde,0.148,0.184,2,-15.611,1,0.0405,0.943,0.078,0.0891,73.635,358000,4,False
976,Yuja Wang,Fantasia,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",41g83Usxjh9TRoxNGGqTTU,0.279,0.00461,2,-36.886,0,0.0439,0.982,0.0638,0.039,69.813,181547,5,False
977,Gabriel Fauré,Fauré: Requiem; Pavane,"Pavane, Op.50",687dYpD7d1LTkxSA4H1Qzd,0.175,0.0385,6,-27.916,0,0.0385,0.919,0.116,0.0761,81.177,314893,4,False
978,Wolfgang Amadeus Mozart,Mozart: The Piano Concertos,"Piano Concerto No.21 In C Major, K.467: 2. Andante",5sztos7ZCFp6Qmk8WvEMZH,0.148,0.0294,5,-27.567,1,0.0345,0.952,0.0963,0.102,182.325,435667,3,False
979,Wolfgang Amadeus Mozart,"Mozart: Rondo in A Minor, K. 511","Rondo in A Minor, K. 511",2kAdK72mjmKiAxfAMGgXBU,0.346,0.108,2,-22.473,0,0.0395,0.922,0.0813,0.158,129.55,602176,3,False
980,Sergei Rachmaninoff,Preghiera - Rachmaninov Piano Trios,"Preghiera (Arr. By Fritz Kreisler From Piano Concerto No. 2 In C Minor, Op. 18, 2nd Movement)",67XXdBK80hV7APXgWwb3jg,0.221,0.0612,0,-21.344,1,0.0392,0.491,0.0661,0.0692,104.181,329653,3,False
981,Claude Debussy,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune","Suite bergamasque, L. 75: 3. Clair de lune",670kHoKB4WnZCVSJz4ymNx,0.371,0.00593,1,-32.075,1,0.0469,0.911,0.0699,0.0384,135.297,330840,3,False
982,Berliner Philharmoniker,Herbert von Karajan - Adagio,"Suite No.3 In D, BWV 1068: 2. Air",7rIWt3zlh2ntF1XDzj3wee,0.124,0.0802,2,-25.99,1,0.045,0.932,0.16,0.0577,96.644,365000,4,False
983,Berliner Philharmoniker,Tchaikovsky: Ballet Suites (Swan Lake; The Sleeping Beauty; The Nutcraker),"Swan Lake (Suite), Op.20a, TH 219: 1. Scene - Swan Theme",2XRnbXXt4vdrPdI3QL8Lym,0.0786,0.227,4,-16.041,0,0.041,0.924,0.138,0.056,69.884,185440,4,False
984,Johannes Brahms,Brahms: Symphonies Nos. 1-4; Overtures; Haydn Variations,"Symphony No.3 in F, Op.90: 3. Poco allegretto",7lY6qt63y0Ag5lpHMVglLo,0.0746,0.0327,0,-27.191,0,0.0412,0.886,0.087,0.0504,75.083,403333,3,False
985,Ludwig van Beethoven,Beethoven: Symphonies Nos.5 & 7,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",4v3o4IJt1VRDNiM2LCoOXV,0.294,0.305,0,-15.623,0,0.0386,0.912,0.0989,0.187,96.574,442000,4,False
986,Johann Sebastian Bach,Johann Sebastian Bach,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)",5xVcnhVL0AwcOgbpuxTu6W,0.42,0.0876,3,-28.052,1,0.0425,0.9,0.102,0.278,82.496,266213,4,False
987,Gabriel Fauré,"Elégie in C Minor, Op. 24 (Arr. Parkin)","Elégie in C Minor, Op. 24 (Arr. Parkin)",4QfYHdV8hMoyS9qKUct98q,0.115,0.0422,8,-24.137,1,0.0404,0.919,0.0896,0.037,87.855,455467,3,False
988,Johann Sebastian Bach,"Bach: Goldberg Variations, BWV 988: Aria","Goldberg Variations, BWV 988: Aria - Edit",1hX3yoGAJypm6dMMWLoyKo,0.393,0.0152,4,-30.793,0,0.0437,0.906,0.075,0.164,75.084,161293,4,False
989,Erik Satie,Satie: 3 Gymnopédies; 6 Gnossiennes etc.,3 Gymnopédies: No. 1 in D Major: Lent et douloureux,4nd6FMCfNFWkbi2dnsf5I3,0.425,0.00472,7,-37.89,1,0.0479,0.953,0.0985,0.484,81.93,190560,3,False
990,Berliner Philharmoniker,Herbert von Karajan - Adagio,"Valse triste, Op.44",6SAZljHhCrFcqtVe1AQ0ED,0.172,0.0108,7,-27.061,1,0.0399,0.927,0.257,0.0988,114.762,368000,3,False
991,Edward Elgar,Elgar: Enigma Variations; Pomp & Circumstance Marches; Serenade for Strings,"Variations on an Original Theme, Op.36 ""Enigma"": 9. Nimrod (Adagio)",3NrOSg735np3PW8OEvt5F8,0.0869,0.0587,3,-22.846,1,0.0397,0.762,0.113,0.0372,86.027,225133,4,False
992,Sergei Rachmaninoff,"Rachmaninoff: Symphonic Dances, Op.45; Intermezzo ""Aleko""; Vocalise, Op.34","Vocalise, Op.34, No.14",5CBzaWVsJgl4DD1oNInz9b,0.07,0.0724,4,-25.949,0,0.0404,0.896,0.286,0.0369,75.52,327600,4,False
993,Johann Sebastian Bach,J.S. Bach: Das Wohltemperierte Clavier,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Präludium f-Moll, BWV 881",7zv2BCCUu8bwd9fo9BA8IK,0.326,0.0436,5,-30.607,0,0.0407,0.908,0.0997,0.458,70.121,248293,4,False
994,Wolfgang Amadeus Mozart,"Mozart: Requiem; ""Coronation Mass""","Requiem in D Minor, K.626: III. Sequentia: f. Lacrimosa",4Lpe7VxL34rcMnpfOwoqOI,0.149,0.101,2,-19.935,0,0.0342,0.917,0.184,0.0486,79.567,202000,4,False
995,Max Richter,Voyager - Essential Max Richter,On The Nature Of Daylight,58vWVeAtv2LKwlYyRLPWV5,0.0958,0.322,10,-13.753,0,0.0458,0.855,0.105,0.0332,87.339,374400,3,False
996,Frédéric Chopin,Chopin: Preludes; Sonata No.2,"24 Préludes, Op.28: 15. In D Flat Major",5wDBBKEIiDYwPQj4SpbBPI,0.335,0.0118,1,-23.89,1,0.0406,0.933,0.085,0.0805,91.146,290933,4,False
997,Johannes Brahms,Schumann: Piano Concerto / Brahms: Variations & Fugue on a Theme by Handel (Live In Vienna),"Variations and Fugue on a Theme by Handel, Op.24: Aria - Live",1gK2cDl2dY7DFUEXvoMms6,0.491,0.0759,10,-25.558,1,0.0485,0.943,0.128,0.549,98.595,52929,5,False
998,Claude Debussy,"Debussy: Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin","Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin",3vSOD8Ng5m8eLH4EhoJcTL,0.377,0.0105,6,-32.994,1,0.0426,0.895,0.0638,0.0996,76.055,143806,3,False
999,Benjamin Grosvenor,"Benjamin Grosvenor: Chopin, Liszt, Ravel","Nocturne No. 19 in E Minor, Op. 72, No. 1",64LTn5fTsPR0QLy7bVYl9w,0.334,0.00732,4,-30.908,0,0.0355,0.952,0.0968,0.0964,60.171,241987,4,False
1000,Janine Jansen,Janine Jansen,Schindler's List: Main Theme,33DWEcHqtj1w5rnghLE77x,0.0875,0.112,2,-22.576,0,0.0471,0.39,0.0931,0.0394,68.218,223173,3,False
1001,Benjamin Grosvenor,Dances,"Andante Spianato & Grande Polonaise Brillante in G Major / E Flat Major, Op. 22: 1. Andante spianato",4CBIdJ5o1XyMlkUg4jOHWg,0.285,0.00733,7,-36.605,1,0.0413,0.877,0.104,0.0798,130.147,241800,4,False
1002,Various Artists,Baroque Adagios,"Nulla in mundo pax, R.630: 1. Nulla in mundo pax sincera",65J9Ep6oWjSgyJ8MFChjWl,0.302,0.183,3,-14.139,1,0.044,0.0198,0.17,0.111,99.064,168013,4,False
1003,George Frideric Handel,Handel: Music for the Royal Fireworks,"Solomon, HWV 67: Arrival Of The Queen Of Sheba",6Ntsj2X8cjYHoG9ykImLsT,0.607,0.323,9,-17.426,1,0.0416,0.933,0.274,0.891,117.574,188000,4,False
1004,Johann Sebastian Bach,Bach Concertos,"Violin Concerto No.2 in E, BWV 1042: 1. Allegro",0EnEULk14Oso59QtQHVUoC,0.447,0.327,4,-16.489,1,0.0432,0.0224,0.085,0.565,100.439,445624,4,False
1005,Philip Glass,Philip Glass: Piano Works,Glassworks: Opening,2XYEu7Deyz20WeL6Py3XLc,0.0745,0.00696,3,-39.507,1,0.0434,0.915,0.071,0.0846,213.087,464453,3,False
1006,Janine Jansen,Tchaikovsky: Violin Concerto,"Souvenir d'un lieu cher, Op.42: 3. Mélodie",1fWeZQfdmAoi3HWpHcn4tM,0.225,0.0486,3,-25.253,1,0.0609,0.0292,0.096,0.0695,98.763,232680,5,False
1007,Ludovico Einaudi,Una Mattina,Nuvole Bianche,3weNRklVDqb4Rr5MhKBR3D,0.191,0.0582,8,-25.398,1,0.0578,0.89,0.0941,0.0454,132.614,357707,1,False
1008,Johann Sebastian Bach,"J.S. Bach: The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846","The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",4i8ly7ffzWu8nfKLI8SZFj,0.221,0.126,0,-25.367,1,0.0447,0.897,0.0769,0.216,133.564,139307,4,False
1009,Various Artists,Classics for Creativity,Deux Arabesques L. 66: No. 1 Andante con moto,3z3nJD2LEW3yFMaEjjGerZ,0.284,0.0189,4,-26.936,1,0.0353,0.909,0.0769,0.0575,72.901,237000,4,False
1010,Valentin Silvestrov,"Silvestrov: Leggiero, Pesante",Three Postludes (1981/82): Postlude No. 3,2ZrF3UfwS50CKE8jQQVjWj,0.116,0.0011,2,-39.982,1,0.0544,0.227,0.0991,0.0387,70.332,255960,3,False
1011,Orchestre Symphonique de Montréal,Danse Macabre,"Danse Macabre, Op.40, R.171",4PRnYCH5hoxypKVcOBvx3a,0.371,0.131,2,-23.899,1,0.0413,0.925,0.0847,0.0655,105.328,442693,4,False
1012,Maurice Ravel,Ravel: Piano Concertos; Valses nobles et sentimentales,"Piano Concerto in G Major, M. 83: 2. Adagio assai",4ju98rvX917EwXLKLnRbQ2,0.126,0.0159,4,-34.595,1,0.0401,0.949,0.0863,0.0373,74.02,563000,4,False
1013,Arvo Pärt,Alina,Für Alina,2Lio4KTzsA8BPLhXmyo4CQ,0.476,0.000707,11,-36.606,0,0.164,0.299,0.104,0.27,68.311,647973,4,False
1014,Franz Schubert,Schubert: Forellenquintett - Trout Quintet,"Schwanengesang, D. 957: 4. Ständchen In D Minor (Arr. For Violin And Piano)",6aANvQTjMgtOlCAaHlYcyn,0.235,0.0561,2,-23.311,1,0.0442,0.29,0.119,0.0518,107.619,271560,4,False
1015,Sergei Rachmaninoff,Rachmaninov Variations,"Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",419qlOGNXoyICx4jO0hqaj,0.205,0.0525,1,-23.841,1,0.0327,0.906,0.103,0.0511,88.316,174653,4,False
1016,John Adams,The John Adams Album,Short Ride in a Fast Machine,6Olyr6tQ7DKWPJro6nn35C,0.392,0.501,2,-12.513,1,0.146,0.909,0.442,0.113,152.481,246760,3,False
1017,Pyotr Ilyich Tchaikovsky,Tchaikovsky: The Nutcracker,"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)",0AyNC0zlef2QbJ01Xfq8Wf,0.156,0.00709,7,-34.153,0,0.0382,0.799,0.0986,0.041,97.925,191160,3,False
1018,Joep Beving,Prehension,Ab Ovo,5BRfucuiAf5IYRbwBYBYPZ,0.393,0.0429,9,-25.727,0,0.0341,0.925,0.0821,0.0394,135.405,288280,4,False
1019,Orpheus Chamber Orchestra,Orpheus Chamber Orchestra - Baroque Highlights,"Orchestral Suite No. 3 in D Major, BWV 1068: 2. Air",6t7lMFHSifu9j8NPMNCv9T,0.0891,0.0894,2,-25.653,1,0.042,0.748,0.416,0.0728,80.828,284000,4,False
1020,Johann Sebastian Bach,"Bach, J.S.: Cantata BWV 140, Magnificat BWV 243","Wachet auf, ruft uns die Stimme, Cantata BWV 140: 4. ""Zion hört die Wächter singen""",1k82bzEjGy47GX0EbVPseH,0.147,0.165,3,-19.898,1,0.037,0.478,0.129,0.159,143.528,356867,3,False
1021,Berliner Philharmoniker,Tchaikovsky: Ballet Suites (Swan Lake; The Sleeping Beauty; The Nutcraker),"The Nutcracker (Suite), Op. 71a, TH. 35: IIb. Dance Of The Sugar-Plum Fairy",5GNkZTb42oVMCYyZg8lnJM,0.3,0.0116,4,-38.365,0,0.0286,0.00502,0.376,0.0686,102.477,126000,4,False
1022,Ludwig van Beethoven,Beethoven: Rage Over A Lost Penny,"Rage Over A Lost Penny, Op.129",3QnU25Zw23qOUugdtTWgsY,0.303,0.193,7,-19.428,1,0.0334,0.909,0.0887,0.322,79.845,373665,4,False
1023,Ludwig van Beethoven,Beethoven: The Piano Sonatas,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 3. Presto agitato",2OQzVmgl8WoNEYDdOLSEOf,0.287,0.0855,6,-24.19,0,0.0481,0.888,0.105,0.114,156.795,461400,4,False
1024,The Mighty Mighty Bosstones,Let's Face It,The Impression That I Get,1ru5R5iSawvuMELqKXxLjS,0.418,0.945,4,-5.406,1,0.118,0.0123,0.23,0.696,181.174,194760,4,False
1025,Sum 41,"All Killer, No Filler",In Too Deep,1HNE2PX70ztbEl6MLxrpNL,0.568,0.844,9,-5.875,1,0.0505,0.0,0.0607,0.766,116.046,207093,4,False
1026,blink-182,Enema Of The State,All The Small Things,7yCPwWs66K8Ba5lFuU2bcx,0.439,0.891,0,-4.764,1,0.057,0.0,0.547,0.695,148.599,168000,4,False
1027,The Offspring,Americana,The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,1,0.0337,3.81e-05,0.0579,0.766,99.607,180160,4,False
1028,Good Charlotte,The Young and The Hopeless,The Anthem,0BRHnOFm6sjxN1i9LJrUDu,0.494,0.939,1,-3.127,1,0.126,0.0,0.139,0.893,177.751,175093,4,False
1029,Jimmy Eat World,Bleed American (Deluxe Edition),The Middle,5kD9T7GForh8LnRz5ClbL8,0.634,0.886,2,-3.466,1,0.0517,0.0,0.342,0.922,161.933,168253,4,False
1030,Fall Out Boy,Infinity On High,Thnks fr th Mmrs,3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,10,-5.057,0,0.0623,0.0,0.106,0.588,154.837,203507,4,False
1031,Rise Against,The Sufferer & The Witness,Prayer Of The Refugee,4OSbctVD37ycS0H3rwRm72,0.2,0.977,3,-3.494,0,0.159,1.1e-05,0.259,0.39,195.711,199387,4,False
1032,Motion City Soundtrack,Commit This To Memory,Everything Is Alright,6xyiHZgrmXw7sMyYXbXjPV,0.435,0.95,8,-3.869,1,0.106,0.0,0.317,0.457,160.987,207634,4,False
1033,Goldfinger,Stomping Ground,99 Red Balloons,0rOTMSSa6yscfOrGnzfheM,0.285,0.843,4,-7.318,1,0.129,0.00037,0.327,0.282,97.051,229173,4,False
1034,Sum 41,"All Killer, No Filler",Fat Lip,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.0,0.065,0.626,196.505,178267,4,False
1035,The Offspring,Greatest Hits,Self Esteem,6EsBn1Md8C5YdbCzvwvZq8,0.458,0.912,5,-3.666,1,0.0618,0.0,0.363,0.611,104.526,257760,4,False
1036,Papa Roach,Getting Away With Murder,Scars,07pCWKYKy73p19uNorkha5,0.448,0.925,11,-3.291,1,0.0506,0.0,0.221,0.468,89.853,208199,4,False
1037,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,9,-4.07,1,0.0636,0.0,0.0327,0.408,199.935,212040,4,False
1038,Good Charlotte,The Young and The Hopeless,Lifestyles of the Rich & Famous,2g2a5kDeZexbUTD8abcvm6,0.62,0.93,1,-3.685,1,0.0374,0.0,0.0686,0.609,106.22,190173,4,False
1039,blink-182,Enema Of The State,What's My Age Again?,5JZcX7TTLx4l0xFIXJ3DBt,0.403,0.956,6,-7.376,1,0.0732,7.09e-05,0.0893,0.561,157.706,148573,4,False
1040,blink-182,Take Off Your Pants And Jacket,Anthem Part Two,24CRDgNOgA72JLL7PHFjgB,0.552,0.932,0,-3.782,1,0.0426,0.0,0.119,0.518,103.108,227200,4,False
1041,blink-182,Take Off Your Pants And Jacket,First Date,1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,0,-4.344,1,0.0411,0.0,0.18,0.882,95.594,171533,4,False
1042,blink-182,Take Off Your Pants And Jacket,The Rock Show,2ydUT1pFhuLDnouelIv4WH,0.41,0.959,9,-4.563,1,0.0869,0.0,0.0766,0.83,193.155,171600,4,False
1043,blink-182,Take Off Your Pants And Jacket,Roller Coaster,1BR1AEQSLXDNL9t7nP3xRp,0.579,0.948,9,-3.801,1,0.048,3.3e-06,0.143,0.684,116.148,167560,4,False
1044,blink-182,Take Off Your Pants And Jacket,Every Time I Look For You,0V7Wn8Fry7KBO5stYqpFvM,0.502,0.96,11,-2.998,1,0.0484,0.0,0.377,0.625,128.228,185467,4,False
1045,blink-182,Take Off Your Pants And Jacket,Reckless Abandon,4N9fFHRxns1B86F8YTneBz,0.5,0.961,11,-3.92,1,0.0961,0.0,0.296,0.515,124.898,186173,4,False
1046,blink-182,Dude Ranch,Dammit,6WkSUgo1VdpzgtiXKlFPcY,0.426,0.972,0,-5.122,1,0.0954,0.0,0.171,0.341,111.221,165373,4,False
1047,The Starting Line,Say It Like You Mean It,The Best Of Me,1Up4RdOBpChNDytatxKDXP,0.533,0.802,4,-4.212,1,0.0384,0.0,0.314,0.293,106.969,258267,4,False
1048,Good Charlotte,Good Morning Revival,The River,0d8aJLKZI1r4uOSLZBJaBK,0.439,0.945,1,-2.21,1,0.138,0.0,0.166,0.455,161.954,195680,4,False
1049,Taking Back Sunday,Where You Want to Be,A Decade Under The Influence,6b32MS6bkFRyvSovIqXrIT,0.491,0.904,9,-4.729,1,0.0765,0.0,0.106,0.607,156.031,247760,4,False
1050,Linkin Park,Hybrid Theory,In the End,3tSmXSxaAnU1EPGKa6NytH,0.555,0.844,3,-6.567,0,0.0554,0.0,0.0895,0.464,105.195,216800,4,False
1051,New Found Glory,Catalyst,All Downhill From Here,5dpDrUG52yI3s1AQRlaypA,0.428,0.934,9,-4.061,1,0.0926,0.000431,0.108,0.724,167.988,192427,4,False
1052,The Offspring,Americana,Why Don't You Get A Job,0sNKiz82ATCvT3f3XVVUUj,0.766,0.882,5,-4.478,1,0.0719,2.3e-06,0.281,0.544,107.932,172467,4,False
1053,Weezer,Make Believe,Beverly Hills,3E14pb0zKtI9ugTGzWOOjU,0.682,0.816,5,-3.719,1,0.0791,0.0,0.215,0.745,87.907,196093,4,False
1054,Sum 41,Does This Look Infected?,Still Waiting,2OMqSRS11ly56zg9u5za6c,0.431,0.95,7,-4.918,1,0.26,3.63e-05,0.272,0.56,191.936,158733,4,False
1055,Sum 41,Does This Look Infected?,The Hell Song,17XgxMFNzBYv38TEJRC18D,0.359,0.935,8,-5.529,0,0.0817,0.0141,0.351,0.658,173.429,198493,4,False
1056,The Offspring,Conspiracy Of One,Want You Bad,6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,4,-4.28,1,0.0538,0.0,0.307,0.614,105.544,202573,4,False
1057,Good Charlotte,The Young and The Hopeless,Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,0.663,0.72,3,-5.497,1,0.0331,0.0,0.358,0.608,135.342,183493,4,False
1058,Brand New,Deja Entendu,The Quiet Things That No One Ever Knows,3IlY76VbP31zwPY0S2EMjh,0.202,0.797,6,-5.809,1,0.0729,3.83e-06,0.0986,0.246,80.284,241640,4,False
1059,blink-182,Enema Of The State,Dumpweed,4FAp6y9Y52MGKum0LNB247,0.452,0.943,4,-5.546,1,0.0945,0.000135,0.138,0.575,100.597,143867,4,False
1060,Sum 41,Chuck,Pieces,4D6k7r6H97vB0ErRTedQPK,0.452,0.844,5,-5.238,1,0.0342,0.0087,0.32,0.549,99.92,181653,4,False
1061,Papa Roach,Infest,Last Resort,0SjhCnjTT2bXD9RtU8bFT9,0.59,0.894,4,-3.661,0,0.0579,0.000661,0.269,0.732,90.604,199893,4,False
1062,The Used,In Love and Death,All That I've Got,6IxQ0PdozaZKch1m8tGCwb,0.335,0.858,7,-4.565,1,0.0532,0.0,0.148,0.451,177.981,230427,4,False
1063,American Hi-Fi,American Hi-Fi,Flavor Of The Weak,5hz3YCeenldfaaFucR2ONt,0.377,0.969,10,-1.863,1,0.0682,1.58e-05,0.339,0.538,152.002,188840,4,False
1064,American Hi-Fi,The Art Of Losing,The Art Of Losing,0JG9qctL7L6rLYBqoYdO1p,0.454,0.888,7,-2.459,1,0.0414,0.00037,0.174,0.634,168.281,202960,4,False
1065,American Hi-Fi,Hearts On Parade (U.S. Release),The Geeks Get the Girls,0IfsEsGEawT5srezsszZeW,0.566,0.918,9,-4.45,1,0.0526,0.0,0.0922,0.585,137.22,170187,4,False
